customer_id,first_name,last_name,email,phone,date_of_birth,age,gender,province,city,postal_code,customer_since,credit_score,has_auto_policy,has_home_policy,premium_tier
CUS002385,Ricky,Martinez,ehunt@example.org,301-449-8771 x589,1948-10-12,77,F,ON,Petersville,P4X 2K8,2024-04-05,648,True,True,Silver
CUS002386,Elizabeth,Lewis,rescobar@example.org,351.126.1091,1988-07-20,37,M,AB,South Tony,P4J8Y7,2021-09-10,650,True,False,Bronze
CUS002387,Courtney,Perez,robertsingleton@example.com,466 773 0142,1964-05-12,61,M,AB,South Emily,K8M2B7,2013-02-19,524,False,False,Silver
CUS002388,Jessica,Morales,timothy48@example.com,756-413-1066,1961-12-07,64,F,ON,Lake Ericfort,M4N 6E7,2011-02-12,701,False,False,Gold
CUS002389,Brittany,Jones,laura06@example.net,306.595.0363,1981-06-14,44,M,NL,South Marcus,M3J7G1,2025-07-16,617,False,False,Gold
CUS002390,Timothy,Hill,lraymond@example.com,868-375-9458,1999-11-14,26,F,AB,Port Douglastown,C7B5N1,2022-01-28,733,True,True,Silver
CUS002391,Robert,David,watsonpaul@example.net,1 (124) 087-4155,1997-06-23,28,M,QC,Bonillaview,R2K5H9,2022-12-03,619,True,True,Gold
CUS002392,Ashley,Collins,jennifer04@example.org,+1 (354) 519-1600,1975-09-24,50,F,QC,South Erin,S7V7H3,2015-07-14,664,True,False,Bronze
CUS002393,Melissa,Mccullough,wukristin@example.net,248.089.6586,1986-04-28,39,M,NB,Lake Suzanne,C9K 8R6,2018-03-02,730,False,False,Bronze
CUS002394,Valerie,Jackson,jenniferkennedy@example.com,244-471-8694,1998-04-02,27,M,QC,West Benjaminton,G6X6K8,2012-07-12,684,True,True,Gold
CUS002395,Jack,Johnson,sandralarson@example.net,512 595 3532,1974-02-21,51,F,BC,Perryburgh,S7Y 7N1,2023-08-05,666,True,True,Silver
CUS002396,Karen,Smith,zacharyrivera@example.com,711.120.1502,1985-11-25,40,Other,QC,Mikeview,T5T 2C1,2015-09-02,656,True,False,Bronze
CUS002397,Michael,Marks,usullivan@example.com,(980) 904-9526 x051,1985-12-24,40,F,QC,Jessicafurt,E3J9V2,2012-08-05,648,True,True,Bronze
CUS002398,Gary,Jones,angelica63@example.com,+1 (880) 295-5485,1970-05-09,55,M,ON,Port Robert,B7B3P9,2021-06-17,687,True,True,Bronze
CUS002399,Justin,Mullen,christyjohnson@example.net,616.096.2939,1942-10-01,83,F,ON,Davisfurt,N1E 4A8,2014-11-14,676,True,True,Bronze
CUS002400,Cynthia,Armstrong,davidhernandez@example.org,+1 (298) 600-7757,1983-05-21,42,F,MB,Paulborough,V7S2M5,2023-06-23,538,True,False,Gold
CUS002401,Stephen,Pope,rileydavid@example.net,(709) 599-0560 x326,1965-10-14,60,F,ON,Lake Heather,B6K 4E1,2018-08-14,665,True,False,Gold
CUS002402,Lisa,Allen,charlesfrancis@example.com,976-968-8706 x410,1947-01-28,78,F,ON,North Terryberg,V5H9H6,2016-04-06,552,True,True,Silver
CUS002403,Matthew,Welch,mcmillanjonathan@example.com,971.003.5705,1977-04-01,48,M,QC,Lake Laura,K8V6M1,2017-06-07,730,True,False,Silver
CUS002404,Richard,Hansen,jason92@example.net,+1 (636) 934-1152,1976-06-10,49,M,BC,Lake Reginaldton,M1J6K5,2011-12-07,683,False,True,Silver
CUS002405,Jennifer,Hudson,cory82@example.com,(327) 256-3930 x092,1999-04-20,26,F,QC,North Thomasville,P8J4S2,2021-07-31,759,True,False,Silver
CUS002406,Laura,Bautista,garciadavid@example.net,869 360 9970,1981-03-19,44,M,AB,Michaelbury,A7K 9Y9,2025-01-08,705,True,False,Gold
CUS002407,Russell,Cook,craig30@example.net,356-745-3770 x964,1951-02-27,74,F,QC,Clarkstad,S2A 3J2,2022-08-06,643,False,False,Gold
CUS002408,Yolanda,Evans,joannweaver@example.org,1-554-032-7415,1995-06-16,30,F,AB,East Michael,G3V 1C8,2015-07-16,511,True,False,Gold
CUS002409,Christian,Garcia,qmartin@example.net,783-284-5381 x291,1973-06-16,52,M,PE,Port Josephtown,Y9K 8S1,2012-01-05,773,True,False,Silver
CUS002410,Duane,Tapia,pateljoseph@example.com,1-340-005-4312,1981-03-09,44,M,ON,Evansburgh,G5T 5H6,2024-01-20,753,True,False,Bronze
CUS002411,Natasha,Walker,kevincoleman@example.com,1 (323) 253-7742,1983-08-30,42,F,ON,Brownport,K5P6E5,2021-11-08,709,True,False,Bronze
CUS002412,Richard,Price,matthew85@example.com,1 (488) 599-1890,1963-12-14,62,F,QC,Stevensview,P4Y2N2,2022-04-06,729,False,False,Gold
CUS002413,Laura,Jones,trujillolori@example.org,821.617.6251,1947-03-25,78,F,NL,Lake Anthonyhaven,J7E 6G3,2020-10-06,691,False,True,Bronze
CUS002414,Cody,Riddle,wcampbell@example.net,(988) 710-5484 x043,1999-11-25,26,F,BC,New Sarahchester,N6X4C4,2025-03-21,622,True,True,Silver
CUS002415,Nicholas,Thomas,kayleewalls@example.org,+1 (346) 954-9465,1985-01-14,40,F,ON,Alexandrahaven,B3T6J8,2019-12-28,538,True,True,Gold
CUS002416,Riley,Stanley,meltonrachel@example.org,+1 (792) 523-2099,1990-06-10,35,F,ON,Joyceberg,B2V3A1,2011-03-18,769,True,True,Bronze
CUS002417,Andrea,Williams,sharon88@example.org,227 248 5993,1955-07-08,70,M,AB,Williamhaven,J6L4B9,2016-12-05,633,True,True,Silver
CUS002418,Timothy,Benson,abryant@example.net,(473) 796-7280,1999-06-07,26,M,QC,Lake Sharonshire,R2P3B4,2025-10-23,728,True,True,Silver
CUS002419,Timothy,Thomas,jamesjensen@example.net,708-340-6262 x953,1962-05-03,63,F,ON,West Amberfort,T5M2N9,2019-01-08,611,True,False,Bronze
CUS002420,Nicholas,Todd,weaverlynn@example.net,993-207-9644,2003-10-15,22,F,QC,South Mariestad,N3K 6C6,2013-02-02,549,False,False,Silver
CUS002421,Manuel,Santana,brentjohnston@example.com,(476) 027-8703,1968-02-26,57,F,QC,Port Dawnhaven,R4J 3B9,2023-04-27,729,True,False,Silver
CUS002422,Alicia,Grimes,olevine@example.net,+1 (304) 898-8336,1979-10-04,46,M,QC,South Jessicamouth,S8B 2M9,2023-01-02,744,True,False,Gold
CUS002423,Zachary,Craig,pnunez@example.net,1 (813) 191-4296,1988-01-08,38,M,QC,South Johnnyside,J5Y7R2,2011-12-06,627,False,True,Bronze
CUS002424,Tara,Bryant,jacksonstephen@example.net,1-991-765-5898,1973-02-25,52,M,AB,South Jenniferfort,M2E 9M6,2017-03-25,803,True,True,Gold
CUS002425,David,Young,amandanolan@example.org,567.290.0372,1998-08-31,27,F,SK,Lake Ebonyview,P1C 8J5,2015-11-26,735,False,False,Bronze
CUS002426,Dylan,Greene,gonzalezchristina@example.org,457-083-9226,1976-10-26,49,F,QC,East Brianhaven,V5C 3S5,2022-08-25,696,True,True,Silver
CUS002427,Richard,Thomas,debbie79@example.net,323.316.0308,1964-09-13,61,F,ON,Richardland,M2A 6H4,2025-11-03,845,True,False,Bronze
CUS002428,Victoria,Shaffer,brian76@example.org,578-128-9332 x345,1976-02-28,49,F,AB,Port Jessica,V2V 7X3,2022-12-13,754,True,False,Platinum
CUS002429,Jessica,Ashley,pperry@example.com,1 (470) 762-1416,1994-11-20,31,F,AB,Lake Donaldport,C2A 2R5,2024-02-01,640,True,False,Silver
CUS002430,Tina,Adkins,umullen@example.com,(220) 094-1244 x516,2001-01-04,25,M,QC,Lisamouth,T4A 9G8,2020-02-04,774,False,False,Gold
CUS002431,April,Young,colleenjackson@example.net,(567) 709-8953,1961-01-03,65,M,ON,Heatherland,B6E9J9,2023-10-05,665,False,False,Bronze
CUS002432,Erika,Martinez,sandra52@example.com,(999) 308-7130 x161,1952-07-18,73,M,ON,West Kaylaland,H7C 2G1,2019-10-30,814,True,False,Silver
CUS002433,Holly,Smith,williamskristin@example.net,+1 (574) 697-7803,1987-08-05,38,M,ON,North Ryan,J4M 6Y6,2017-08-11,608,True,False,Bronze
CUS002434,Barbara,Weaver,fevans@example.org,371-556-4896 x432,1992-09-26,33,F,AB,Matthewsbury,Y9E 7N1,2019-10-09,638,False,True,Bronze
CUS002435,James,Dickson,paulking@example.org,662 048 2401,1974-03-03,51,F,BC,Wangside,B8C 4X4,2021-05-19,603,True,False,Silver
CUS002436,Ian,Mccormick,petersonfrancisco@example.net,+1 (373) 903-1697,1966-11-11,59,M,QC,New Kimhaven,Y8L4B5,2014-06-09,729,True,True,Bronze
CUS002437,Ashley,Pruitt,courtney34@example.com,(867) 589-7015 x422,1967-01-23,58,M,AB,Nicholasmouth,B4B 7N9,2023-02-09,652,True,False,Bronze
CUS002438,Jennifer,Larson,uhill@example.net,(282) 018-7767,1972-03-08,53,M,QC,Sandraview,C1P 2K3,2021-07-03,669,True,False,Silver
CUS002439,Jessica,Ballard,paulaross@example.org,+1 (727) 244-7099,1996-06-29,29,F,ON,Alexanderland,G6K3G7,2021-02-09,658,True,True,Bronze
CUS002440,Emily,Diaz,cbautista@example.com,(511) 200-5655 x530,2005-01-16,20,M,AB,Jamesborough,H8T6A4,2014-05-31,786,False,False,Gold
CUS002441,Christine,Li,gary84@example.com,(823) 289-0171 x063,1987-07-19,38,Other,ON,Lake Lindaville,X4K6Y5,2013-11-14,763,True,True,Silver
CUS002442,Courtney,Pugh,eneal@example.org,(240) 384-0588 x704,1999-08-04,26,M,QC,New Denisebury,K2J 6N1,2020-03-15,741,True,True,Bronze
CUS002443,Tamara,Lopez,kevinjohnson@example.com,(889) 833-3378,1997-03-24,28,M,BC,West Julie,N9Y 6H9,2012-01-13,742,True,True,Silver
CUS002444,Stephanie,Herrera,shirley51@example.com,1 (167) 464-2273,1949-01-22,76,M,ON,South Kelly,L1X 5V3,2018-12-08,676,True,True,Gold
CUS002445,Connie,Schmitt,munozchristine@example.net,1-976-337-7993,1943-01-15,82,M,NS,Kimberlyton,K8A 7J1,2024-09-10,584,True,True,Bronze
CUS002446,Brittany,Willis,mclaughlinbrooke@example.com,357-973-1080,1952-07-05,73,M,ON,East Stephanieburgh,N9P 5V2,2025-12-06,683,True,False,Bronze
CUS002447,Albert,Hernandez,charlesrobinson@example.net,(286) 918-6607 x094,1978-09-18,47,F,BC,Traceyfort,L9C 6S9,2025-04-12,751,True,False,Silver
CUS002448,Dana,Bell,jessicaknight@example.net,505.340.5347,1996-08-04,29,M,BC,North Gloria,B5V 6K7,2016-05-10,655,True,True,Silver
CUS002449,Misty,Lawrence,masseytamara@example.org,+1 (274) 533-9625,1989-06-18,36,M,ON,Lake Jenniferburgh,E3N8H4,2018-03-18,496,True,True,Silver
CUS002450,Michele,Martin,reneegonzalez@example.net,+1 (617) 168-1383,1960-07-19,65,F,BC,Huntertown,G1M4N6,2017-10-15,619,True,False,Bronze
CUS002451,Dawn,Lewis,gregory13@example.net,1 (679) 614-4400,1941-06-25,84,M,ON,Munozport,C3N 8H2,2012-08-31,593,False,False,Platinum
CUS002452,Erika,Torres,matthew06@example.com,(402) 006-8652,1970-03-07,55,M,QC,Derektown,H8G1L5,2013-05-10,592,False,False,Silver
CUS002453,Sharon,Mcknight,brandon13@example.com,924-508-9320 x085,1981-09-14,44,F,QC,Morrisland,H5R 7M5,2014-04-20,658,True,False,Bronze
CUS002454,Andrew,Chapman,anthonyburns@example.net,1 (183) 571-7862,1998-07-18,27,F,ON,South Beth,J4L3Y5,2018-10-10,633,True,True,Platinum
CUS002455,Travis,Taylor,wilsonmichael@example.org,875-475-0316 x815,1945-03-19,80,F,ON,Collinstown,Y3A1E1,2014-02-27,581,True,False,Silver
CUS002456,Andrew,Boyer,milessteven@example.org,1-976-595-4408,1987-07-31,38,F,AB,Nicoleborough,H1C5J2,2019-04-22,735,True,True,Silver
CUS002457,Andre,Delgado,brendarussell@example.net,1-362-087-3843,1985-03-11,40,F,QC,Kathybury,J9V3S6,2012-12-08,646,True,False,Silver
CUS002458,John,Davis,thomas32@example.net,1 (757) 553-8350,1994-12-07,31,M,BC,Charlesshire,V4L 3L8,2019-07-04,798,False,False,Silver
CUS002459,Hannah,Smith,sharimartinez@example.org,(870) 322-8889,2000-10-26,25,F,QC,Lake Jo,B1P 7G2,2011-06-24,698,False,True,Silver
CUS002460,Mary,Mitchell,pachecopaul@example.net,777-532-3863 x773,1972-10-02,53,M,QC,North Scott,V9H1H5,2021-07-12,667,True,False,Gold
CUS002461,Jeffrey,Guzman,schurch@example.org,(180) 869-1918,1997-08-06,28,M,ON,South Kevinmouth,T8N 1J1,2014-10-09,651,False,True,Gold
CUS002462,Daniel,Johnson,jeffreyhughes@example.org,(464) 116-9277 x038,1973-09-13,52,M,BC,Lake Jeffreychester,A6K8S2,2017-05-04,765,False,True,Bronze
CUS002463,April,Burns,charlesjohnson@example.org,985.540.5744,1981-07-05,44,F,AB,East Paulaland,E8V5L1,2022-11-25,850,True,False,Gold
CUS002464,Kayla,Salazar,douglaswood@example.org,736-230-5762 x072,1968-12-08,57,Other,QC,North Nicole,X2N9H7,2013-02-20,751,False,False,Silver
CUS002465,Jeffrey,Howard,qlewis@example.net,(374) 224-3490 x934,1970-05-29,55,M,QC,South Jeffrey,L4M1Y5,2012-09-07,636,True,True,Bronze
CUS002466,Andrew,Wood,matthew89@example.com,619-377-2867,1962-08-31,63,M,QC,Powellside,V6J 8M2,2011-05-16,567,True,False,Gold
CUS002467,Dan,Hunt,uferrell@example.org,564 722 3146,1985-10-24,40,M,NS,East Alexandermouth,P7V8S6,2018-10-24,697,True,False,Gold
CUS002468,Hannah,Evans,heather77@example.net,+1 (723) 696-6378,1955-02-21,70,M,QC,Port Josestad,V5S1V5,2020-04-06,684,True,True,Silver
CUS002469,Robyn,Johnson,michaelmiller@example.net,915.565.2927,1999-02-23,26,F,BC,South Douglas,L8S 4V4,2019-04-27,714,True,True,Gold
CUS002470,Brandy,French,hernandezstacy@example.net,+1 (426) 314-1350,1978-09-17,47,F,ON,Warrenmouth,M1C 2H2,2022-06-12,588,True,False,Silver
CUS002471,Andrew,Snyder,ahall@example.net,1 (623) 747-6115,1979-07-21,46,F,AB,Breannafort,X1M 9A2,2012-02-21,837,True,False,Silver
CUS002472,Bryan,Abbott,jacksonandrew@example.com,+1 (567) 861-9866,1966-05-17,59,F,AB,New James,J8E 5B8,2016-12-27,727,True,False,Silver
CUS002473,Valerie,Miller,mwallace@example.net,1 (333) 964-1441,1952-07-02,73,M,ON,Timothyshire,H1T 4G6,2013-06-20,710,True,False,Platinum
CUS002474,Michael,Moore,wbenitez@example.com,1-167-004-7587,1957-11-04,68,M,AB,East Kristinhaven,Y4T 5B2,2024-11-10,757,False,False,Gold
CUS002475,Nichole,Myers,fjones@example.org,(730) 153-5278 x005,1985-11-30,40,M,ON,Leeside,C9R5G2,2023-02-08,774,False,False,Gold
CUS002476,Jose,Gonzales,uoliver@example.com,692-321-8395 x768,1979-03-21,46,F,AB,East Mark,L2E 8P9,2017-01-05,620,True,False,Silver
CUS002477,Cory,Santos,stevenjames@example.net,1 (668) 796-7379,1965-05-28,60,F,ON,Lake Sherrimouth,S2P7G4,2025-09-25,696,True,False,Silver
CUS002478,Danielle,Torres,ytran@example.net,1-380-105-1184,1974-09-07,51,M,MB,Leblancville,H6G 9B4,2015-10-29,750,True,False,Silver
CUS002479,Mary,Morris,hingram@example.org,(735) 262-7382 x760,1954-09-25,71,M,ON,Johnsonberg,A3C7V2,2012-06-05,738,True,True,Silver
CUS002480,Stephanie,Ryan,lynchmark@example.com,869-932-3236,1951-09-19,74,M,QC,South Heather,B4C2V2,2012-05-12,736,True,True,Gold
CUS002481,George,Kirk,monicajackson@example.org,+1 (331) 741-9938,1953-09-06,72,F,PE,East Valerie,N4Y 6R5,2017-07-14,638,True,False,Gold
CUS002482,Jacob,Casey,bnorman@example.org,1-529-966-3907,1956-02-26,69,F,NS,Hendersonborough,H1G 1X3,2023-04-26,751,False,True,Gold
CUS002483,Dawn,Brown,zsmith@example.net,(414) 173-3612,1970-08-11,55,M,QC,New Christopher,N6L2T6,2013-05-17,606,True,False,Gold
CUS002484,Kendra,Maldonado,bhernandez@example.com,513-223-7090 x313,1957-12-14,68,M,QC,Kellybury,C4N 6K9,2014-05-16,796,True,True,Bronze
CUS002485,Teresa,Lopez,lisahenderson@example.org,712-818-4893,1943-04-28,82,M,QC,East Morganton,R4T 5C7,2019-05-12,752,True,True,Platinum
CUS002486,Benjamin,Burton,cruzrandall@example.org,174.726.7234,1988-01-02,38,M,ON,Crawfordfort,J7Y9S8,2021-07-30,534,True,True,Bronze
CUS002487,Valerie,Clark,deborah21@example.net,889-316-9823,1982-08-07,43,M,BC,Johnport,A7N 9S1,2025-05-18,638,True,False,Bronze
CUS002488,Jeffrey,Howard,randystewart@example.com,1 (229) 805-3036,2001-01-12,24,M,QC,West Courtneytown,E2A6A1,2011-09-19,561,True,True,Gold
CUS002489,Linda,Grant,rjackson@example.com,471 675 2059,1964-12-11,61,F,AB,Maryland,V8H5K3,2014-10-11,571,True,False,Platinum
CUS002490,Steven,Campbell,amber19@example.net,1 (797) 465-1984,1978-09-14,47,F,BC,Nicholasville,A9J9H9,2019-10-24,803,True,True,Silver
CUS002491,Jonathan,Nichols,ngrant@example.com,972.635.2882,1983-01-12,42,F,AB,Port Jason,J6B3G1,2011-03-13,676,False,True,Bronze
CUS002492,David,Best,robertsellen@example.net,(808) 782-5346 x709,1964-11-26,61,M,ON,Debrachester,R2C 3K2,2017-11-15,732,True,False,Bronze
CUS002493,Allison,Bates,hamiltonivan@example.com,+1 (598) 742-2338,1969-04-30,56,F,BC,Ricardoland,N8M2P2,2017-08-08,687,True,True,Silver
CUS002494,Alex,Jensen,dawn41@example.com,(361) 451-8313,1964-02-12,61,M,ON,Lake Nicholasfort,M7E 2P1,2025-10-12,773,False,False,Silver
CUS002495,Sandra,Anderson,owensoscar@example.net,1 (916) 406-4005,1958-10-15,67,F,AB,Stephaniestad,G8X 3H5,2022-11-09,725,True,True,Bronze
CUS002496,Patricia,Oliver,rodriguezroberto@example.com,1-697-248-3259,1966-07-08,59,M,SK,Christybury,V4P 5J6,2022-10-09,696,True,False,Gold
CUS002497,Jacob,Mcpherson,shawdaniel@example.net,1-567-568-9292,1987-09-02,38,F,ON,Russellton,G8N6V2,2013-11-07,763,True,True,Bronze
CUS002498,Mario,Ramirez,rodneyrios@example.org,536.062.9494,1987-06-27,38,M,ON,Port Victor,P7N9V8,2015-09-08,671,False,True,Gold
CUS002499,Daniel,Mitchell,emilyrobbins@example.com,(699) 601-4471,1983-12-22,42,M,BC,Simpsonland,L7N2P5,2011-08-07,734,True,False,Gold
CUS002500,Christina,Mathews,fmeyers@example.net,1-412-640-5352,1967-11-12,58,F,QC,South Richard,J8B3N2,2018-08-19,579,True,False,Gold
CUS002501,Joshua,Ochoa,davidgraham@example.com,374.993.9452,2001-06-21,24,F,ON,New Lauriestad,L1V7B9,2018-12-01,731,False,True,Bronze
CUS002502,Suzanne,Lang,garrettlisa@example.com,805 633 6409,2000-06-06,25,F,QC,South Christopher,Y7Y 4H2,2011-04-25,838,True,False,Bronze
CUS002503,Ashley,Molina,xvelez@example.com,177-488-1682,1997-04-20,28,M,BC,Port April,T2V 8J8,2015-06-10,776,False,True,Silver
CUS002504,Nancy,Morton,ericaherrera@example.net,1-637-887-2427,1963-07-10,62,F,AB,West Angelfurt,B1N6Y4,2012-08-16,739,True,True,Silver
CUS002505,Nicole,Alexander,cheryl48@example.net,953-407-3284 x568,1963-09-12,62,M,ON,East Dillon,V9C 3B3,2024-12-25,621,True,True,Bronze
CUS002506,Mary,Wilson,brian34@example.net,575-933-6783 x588,1971-05-13,54,M,ON,Lake Amyfort,J4X 2G2,2020-02-26,785,True,True,Silver
CUS002507,Lisa,Porter,cpowers@example.com,(833) 566-3882 x822,1997-01-12,28,M,QC,Frederickshire,V4T1V9,2023-03-02,655,True,False,Silver
CUS002508,Tiffany,Riley,rebecca77@example.org,436 810 4636,1956-02-29,69,M,ON,North Oliviastad,R2C5G2,2021-12-20,661,True,False,Bronze
CUS002509,Danielle,Herrera,mrhodes@example.org,1-919-492-6511,1981-05-09,44,M,ON,Port Gregoryburgh,C2N 9H1,2019-07-08,706,False,False,Silver
CUS002510,Robert,Moore,bryanrodriguez@example.net,1-735-973-0980,1998-05-05,27,M,BC,South Nicole,E9S 5N6,2017-04-07,755,True,False,Gold
CUS002511,Ian,King,keith05@example.org,+1 (906) 568-1540,1966-12-29,59,M,BC,Gabrielleville,V3H3S3,2014-05-29,671,True,False,Bronze
CUS002512,Erica,Burgess,icastillo@example.com,1-861-732-7430,1998-06-01,27,F,QC,Griffinview,A5E 8X7,2024-08-10,690,True,True,Platinum
CUS002513,Brenda,Carson,james96@example.org,712-408-4765 x205,1956-03-12,69,F,ON,Kathleenville,J2X 5X4,2017-10-30,530,True,False,Silver
CUS002514,Brian,Mitchell,dawn26@example.org,+1 (300) 750-7975,2000-03-07,25,M,NS,South Williamchester,V9T2M9,2019-08-25,634,True,False,Bronze
CUS002515,James,Mann,rosshannah@example.com,(642) 633-6189 x135,1993-12-02,32,M,MB,Coxburgh,G9Y2V9,2022-10-19,704,True,False,Bronze
CUS002516,Jonathan,Wilson,melissa62@example.net,(280) 267-0946,1983-07-31,42,M,AB,Gregoryland,L2C5X7,2011-10-19,850,True,False,Gold
CUS002517,Nicole,Nunez,hernandezdonna@example.org,+1 (932) 280-2979,2000-01-10,25,F,PE,East Kathrynfort,B4S 9V7,2016-10-19,661,True,False,Bronze
CUS002518,Michael,Hanson,jason67@example.org,(992) 749-9143,1988-04-04,37,F,ON,Craigtown,K4A4Y7,2022-05-21,650,True,True,Silver
CUS002519,Morgan,Johnson,cartertonya@example.com,151.188.8827,1961-04-06,64,M,QC,West Jennifer,K5R 4B8,2015-01-06,541,False,False,Bronze
CUS002520,Mike,Newman,ufrank@example.org,1-908-192-7584,1982-12-09,43,F,QC,Alexandershire,T8H1H2,2025-05-30,603,True,False,Gold
CUS002521,Edward,Delgado,ukelly@example.com,+1 (833) 711-9351,1976-01-20,49,F,AB,Blankenshipchester,B8X1E4,2022-12-28,627,False,False,Gold
CUS002522,Wendy,Foster,markroberts@example.net,569.453.8455,2000-03-08,25,M,BC,Andersonview,P8J3Y1,2012-05-12,626,True,True,Bronze
CUS002523,Pamela,Holmes,jameswebb@example.org,1 (199) 686-5066,2006-02-22,19,M,BC,South Michaelhaven,P6E1C4,2015-11-09,675,True,False,Bronze
CUS002524,Mitchell,Garcia,nunezgina@example.org,+1 (760) 567-7213,1984-01-15,41,F,AB,Jessicaborough,A4S 8K9,2013-01-29,644,True,False,Gold
CUS002525,Stacey,Sanchez,smitherin@example.net,687-219-1630 x916,1991-02-11,34,F,NL,North Josephfort,E6N 8J1,2011-04-30,839,True,True,Bronze
CUS002526,Jared,Romero,washingtonbrian@example.org,105-550-1878,1944-12-06,81,M,QC,Lake Markburgh,G6K6G5,2024-02-23,776,False,False,Bronze
CUS002527,James,Gonzalez,ginaclark@example.net,124.302.5833,1963-03-29,62,M,BC,East Derekfort,A5L5V8,2024-06-15,619,True,True,Silver
CUS002528,Misty,Smith,martinezanthony@example.net,580-876-6784 x533,1956-08-29,69,F,ON,Lake John,X8M1K2,2021-02-24,691,True,False,Silver
CUS002529,William,Rush,gonzalezjudith@example.com,136.375.0605,2000-03-29,25,F,ON,Connorville,K5V6Y8,2020-05-07,664,True,False,Platinum
CUS002530,Jimmy,Burnett,michaelrichard@example.org,(742) 602-7322,1945-11-29,80,F,NL,South Dennis,A5G1H1,2019-10-15,778,False,True,Gold
CUS002531,Tracy,Miller,smithjacob@example.org,1-609-965-6789,1965-08-27,60,F,NB,Priscillastad,T1C 4J3,2024-05-04,714,True,True,Silver
CUS002532,Dustin,Castro,glenn21@example.org,(643) 321-3300 x042,1971-05-26,54,M,ON,North Karen,A8N 3X1,2013-07-22,637,True,False,Gold
CUS002533,Kayla,Kelly,smithheather@example.com,1 (469) 318-6062,2007-11-02,18,F,AB,West Johnfort,M4K1V6,2014-06-04,621,False,True,Bronze
CUS002534,Michael,Barnes,agutierrez@example.org,963-252-7397 x674,1943-07-28,82,F,ON,New Cody,A6K 7V5,2011-12-16,850,True,True,Silver
CUS002535,Kyle,Jones,anthony39@example.net,(578) 429-5337 x189,1992-11-28,33,M,QC,New Olivia,Y6Y 7X4,2018-07-04,850,True,False,Bronze
CUS002536,Isaac,Gardner,edgar20@example.org,1-716-485-1559,1990-04-14,35,M,BC,Careyborough,E1X 4T6,2021-11-16,755,True,True,Gold
CUS002537,Jessica,Kelley,fred35@example.net,1-202-169-8068,1970-04-02,55,M,ON,Harrisfurt,G7L 3M7,2015-12-31,723,True,True,Bronze
CUS002538,Robert,Diaz,idouglas@example.org,1 (351) 727-4847,1975-06-28,50,M,AB,Bethview,R4E6T4,2017-01-04,805,True,False,Silver
CUS002539,Robert,Mason,vernon06@example.net,840-912-6028 x700,1973-10-12,52,F,ON,North Royport,G6J 9G7,2019-06-04,549,False,False,Silver
CUS002540,Lindsay,Leach,brownamy@example.org,1-284-894-6541,1974-03-15,51,M,QC,East Carmen,S9C 3K2,2018-02-03,810,True,False,Silver
CUS002541,Eric,Ayala,madeline18@example.com,+1 (878) 239-6756,1951-06-08,74,F,ON,Brendaside,K8T9Y6,2016-01-03,720,False,False,Bronze
CUS002542,Jennifer,Frost,carrillochristine@example.com,848 187 0633,1995-08-26,30,F,ON,Greenmouth,S3T 7J9,2012-08-27,850,True,False,Silver
CUS002543,Robert,Rogers,raymondwilliams@example.net,+1 (620) 282-0749,1969-09-25,56,F,AB,Whiteview,K6G 2L3,2014-08-09,630,True,False,Silver
CUS002544,Lori,Mitchell,adamschristopher@example.com,(125) 451-4343 x825,1950-01-29,75,F,SK,Arroyoshire,B1P 4C5,2021-05-13,706,True,False,Silver
CUS002545,Charles,Vargas,jenniferdaniels@example.com,1-828-352-7060,1989-07-04,36,M,ON,West Carolinefort,M7G2K8,2024-03-18,662,False,True,Gold
CUS002546,Dawn,Young,larrywhite@example.com,677.921.1700,1990-03-09,35,F,ON,Michelefurt,A8E 2H8,2013-07-23,539,True,True,Bronze
CUS002547,Benjamin,Chambers,rebecca27@example.org,1-231-521-1997,1979-06-30,46,F,ON,Griffithstad,C4P7S9,2019-02-14,600,False,True,Silver
CUS002548,Raymond,Huerta,vreid@example.net,645-696-0628,1961-04-02,64,F,NB,Wilkinsburgh,X2V 4C7,2014-07-03,703,True,True,Silver
CUS002549,Kayla,Lee,hallstefanie@example.org,170 645 4783,1978-04-20,47,F,QC,Lawsonland,K4B 8J2,2017-01-21,701,True,True,Platinum
CUS002550,Teresa,Rogers,martinsteven@example.com,864-409-3057,1997-06-13,28,F,QC,West Suzannefurt,R6A 5B3,2019-05-07,794,False,False,Silver
CUS002551,Jason,Zhang,benjamin88@example.net,1 (917) 444-4138,1996-11-11,29,M,ON,Amberburgh,P7N 4G8,2014-02-02,726,False,False,Silver
CUS002552,Amanda,Brown,fduran@example.com,(690) 438-1006 x310,1994-12-19,31,M,ON,Anthonyfurt,L9A 7L9,2017-12-30,740,True,True,Silver
CUS002553,Michelle,Hamilton,olsonkristen@example.org,(921) 092-0091 x149,1966-08-16,59,M,QC,Lake Patrickstad,X4L 9T4,2021-01-16,609,True,True,Gold
CUS002554,Sally,Scott,oguzman@example.com,409.603.3822,1962-07-29,63,F,ON,East John,T8N 3N8,2021-05-06,606,True,False,Bronze
CUS002555,Mathew,Anderson,anthony18@example.net,(972) 069-6577 x677,1994-12-08,31,M,ON,Martineztown,X3J1V1,2016-11-13,753,False,True,Bronze
CUS002556,Ronald,Anderson,ronald98@example.com,1 (274) 893-6706,1965-08-04,60,M,ON,Hardintown,J5X 1C5,2014-01-30,765,True,True,Silver
